name,label,description,p3,water_system_type,depth_of_borehole,number_of_users
138575110,Water system 1453 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575111,Water system 1454 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138575112,Water system 1455 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138575113,Water system 1456 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138575114,Water system 1457 – Point-of-use water treatment,Point-of-use water treatment programme,BF130005,point_of_use_water_treatment,,
138575115,Water system 1458 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138575116,Water system 1459 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138575117,Water system 1460 – Solar-powered water system,Solar-powered water system with piped distribution,BF130004,solar_powered_water_system,,
138575118,Water system 1461 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138575119,Water system 1462 – SWAT system,Surface water abstraction and treatment system,BF130002,swat_system,,
138575120,Water system 1463 – Spring protection,Protected spring with gravity-fed distribution,BF130003,spring_protection,,
138575121,Water system 1464 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138575122,Water system 1465 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575123,Water system 1466 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575124,Water system 1467 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138575125,Water system 1468 – Borehole with hand pump,Borehole with hand pump serving the community,BF130002,borehole_hand_pump,,
138575126,Water system 1469 – Solar-powered water system,Solar-powered water system with piped distribution,BF130005,solar_powered_water_system,,
138575127,Water system 1470 – Motorized piped network,Motorized piped network with multiple tap stands,BF130002,motorized_piped_network,,
138575128,Water system 1471 – SWAT system,Surface water abstraction and treatment system,BF130003,swat_system,,
138575129,Water system 1472 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138575130,Water system 1473 – Water trucking,Water trucking operation,BF130001,water_trucking,,
138575131,Water system 1474 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130002,temporary_pumping_system,,
138575132,Water system 1475 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138575133,Water system 1476 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138575134,Water system 1477 – Borehole with hand pump,Borehole with hand pump serving the community,BF130001,borehole_hand_pump,,
138575135,Water system 1478 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138575136,Water system 1479 – Motorized piped network,Motorized piped network with multiple tap stands,BF130005,motorized_piped_network,,
138575137,Water system 1480 – SWAT system,Surface water abstraction and treatment system,BF130004,swat_system,,
138575138,Water system 1481 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138575139,Water system 1482 – Water trucking,Water trucking operation,BF130005,water_trucking,,
138575140,Water system 1483 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130001,temporary_pumping_system,,
138575141,Water system 1484 – Point-of-use water treatment,Point-of-use water treatment programme,BF130002,point_of_use_water_treatment,,
138575142,Water system 1485 – Protected open well,Protected open well with hand pump,BF130003,protected_open_well,,
138575143,Water system 1486 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138575144,Water system 1487 – Solar-powered water system,Solar-powered water system with piped distribution,BF130003,solar_powered_water_system,,
138575145,Water system 1488 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138575146,Water system 1489 – SWAT system,Surface water abstraction and treatment system,BF130005,swat_system,,
138575147,Water system 1490 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138575148,Water system 1491 – Water trucking,Water trucking operation,BF130004,water_trucking,,
138575149,Water system 1492 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130003,temporary_pumping_system,,
138575150,Water system 1493 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575151,Water system 1494 – Protected open well,Protected open well with hand pump,BF130001,protected_open_well,,
138575152,Water system 1495 – Borehole with hand pump,Borehole with hand pump serving the community,BF130005,borehole_hand_pump,,
138575153,Water system 1496 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138575154,Water system 1497 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
138575155,Water system 1498 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138575156,Water system 1499 – Spring protection,Protected spring with gravity-fed distribution,BF130002,spring_protection,,
138575157,Water system 1500 – Water trucking,Water trucking operation,BF130002,water_trucking,,
138575158,Water system 1501 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130004,temporary_pumping_system,,
138575159,Water system 1502 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575160,Water system 1503 – Protected open well,Protected open well with hand pump,BF130004,protected_open_well,,
138575161,Water system 1504 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138575162,Water system 1505 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138575163,Water system 1506 – Motorized piped network,Motorized piped network with multiple tap stands,BF130003,motorized_piped_network,,
138575164,Water system 1507 – SWAT system,Surface water abstraction and treatment system,BF130001,swat_system,,
138575165,Water system 1508 – Spring protection,Protected spring with gravity-fed distribution,BF130001,spring_protection,,
138575166,Water system 1509 – Water trucking,Water trucking operation,BF130003,water_trucking,,
138575167,Water system 1510 – Temporary pumping system,Temporary pumping system with tank and tap stands,BF130005,temporary_pumping_system,,
138575168,Water system 1511 – Point-of-use water treatment,Point-of-use water treatment programme,BF130004,point_of_use_water_treatment,,
138575169,Water system 1512 – Protected open well,Protected open well with hand pump,BF130002,protected_open_well,,
138575170,Water system 1513 – Borehole with hand pump,Borehole with hand pump serving the community,BF130004,borehole_hand_pump,,
138575171,Water system 1514 – Solar-powered water system,Solar-powered water system with piped distribution,BF130002,solar_powered_water_system,,
138575172,Water system 1515 – Motorized piped network,Motorized piped network with multiple tap stands,BF130001,motorized_piped_network,,
